# Make a gift redirects
makeagift.ucsf.edu/site/SPageServer?Other=R/ERRC Fund B0386	https://giving.ucsf.edu/fund/01t8Z00000BdTxbQAF
makeagift.ucsf.edu/site/SPageServer?Other=Radiation Oncology Research - Feng (B7901)&AppealCode=FENGW	https://giving.ucsf.edu/fund/other?giftComments=Radiation Oncology Research - Feng (B7901)&appealCode=FENGW
makeagift.ucsf.edu/site/SPageServer?Other=READI Lab (Psychiatry Faculty Support Fund B7483)&AppealCode=READI	https://giving.ucsf.edu/fund/other?giftComments=READI Lab (Psychiatry Faculty Support Fund B7483)&appealCode=READI
makeagift.ucsf.edu/site/SPageServer?Other=Rheumatology Fellowship (S8177)	https://giving.ucsf.edu/fund/01t8Z00000BdU5sQAF
makeagift.ucsf.edu/site/SPageServer?Other=Robert Jaffe Research Innovation Fund (B3281)&IMO=2&imoFirst=Robert&imoLast=Jaffe	https://giving.ucsf.edu/fund/01t8Z00000BdTqdQAF
makeagift.ucsf.edu/site/SPageServer?Other=Roger Mann, MD Endowed Chair in Foot and Ankle Surgery zzz (7902616-SFFDN)	https://giving.ucsf.edu/fund/other?giftComments=Roger Mann, MD Endowed Chair in Foot and Ankle Surgery   (7902616-SFFDN)
makeagift.ucsf.edu/site/SPageServer?Other=Russell K Laros, Jr. Development Fund (B7649)&AppealCode=	https://giving.ucsf.edu/fund/other?giftComments=Russell K Laros, Jr. Development Fund (B7649)
makeagift.ucsf.edu/site/SPageServer?Other=San Francisco Cancer Initiative (SF CAN) - B7604	https://giving.ucsf.edu/fund/other?giftComments=San Francisco Cancer Initiative (SF CAN) - B7604
makeagift.ucsf.edu/site/SPageServer?Other=Science %26 Health Education Partnership (B2928)	https://giving.ucsf.edu/fund/01t8Z00000AdagrQAB
makeagift.ucsf.edu/site/SPageServer?Other=Single Ventricle Home Monitoring Program Fund zzz7030955-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=Single Ventricle Home Monitoring Program Fund  7030955-SFFDN
makeagift.ucsf.edu/site/SPageServer?Other=Smoking Cessation Leadership Center (SCLC) Endowment (S8145)&AppealCode=WHITE	https://giving.ucsf.edu/fund/other?giftComments=Smoking Cessation Leadership Center (SCLC) Endowment (S8145)&appealCode=WHITE
makeagift.ucsf.edu/site/SPageServer?Other=Sobrato Brisson Brain Cancer Survivor Program (B7754)	https://giving.ucsf.edu/fund/other?giftComments=Sobrato Brisson Brain Cancer Survivor Program (B7754)
makeagift.ucsf.edu/site/SPageServer?Other=Sound Health Network (B9222)&AppealCode=SHN21	https://giving.ucsf.edu/fund/01t8Z00000AdadHQAR?appealCode=SHN21
makeagift.ucsf.edu/site/SPageServer?Other=Spiritual Care Services (B2565)	https://giving.ucsf.edu/fund/01t8Z00000BdTx7QAF
makeagift.ucsf.edu/site/SPageServer?Other=Student AwardszzzB7951	https://giving.ucsf.edu/fund/other?giftComments=Student Awards B7951
makeagift.ucsf.edu/site/SPageServer?Other=Suzanne Marie Haderle and Robert Vincent Haderle Chair (S0231)	https://giving.ucsf.edu/fund/other?giftComments=Suzanne Marie Haderle and Robert Vincent Haderle Chair (S0231)
makeagift.ucsf.edu/site/SPageServer?Other=The Bay Area Science Festival (B2896)	https://giving.ucsf.edu/fund/other?giftComments=The Bay Area Science Festival (B2896)
makeagift.ucsf.edu/site/SPageServer?Other=The Dr. Edward Chu Diversity Scholarship ProgramzzzC0174	https://giving.ucsf.edu/fund/01t8Z00000AdaA4QAJ
makeagift.ucsf.edu/site/SPageServer?Other=The Lori A. Weichenthal, MD '94 Physician Wellness Fund at UCSF Fresnozzz7031463-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=The Lori A. Weichenthal, MD '94 Physician Wellness Fund at UCSF Fresno 7031463-SFFDN
makeagift.ucsf.edu/site/SPageServer?Other=The Nancy Adler, PhD Endowed Lectureship zzz7902686-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=The Nancy Adler, PhD Endowed Lectureship 7902686-SFFDN
makeagift.ucsf.edu/site/SPageServer?Other=The Rebekah Kaplan Memorial Scholarship for Midwifery - 7902611	https://giving.ucsf.edu/fund/01t8Z00000AdaBMQAZ
makeagift.ucsf.edu/site/SPageServer?Other=The Scleroderma Center Fund (B7516)	https://giving.ucsf.edu/fund/01t8Z00000BdU1AQAV
makeagift.ucsf.edu/site/SPageServer?Other=Translational Cardiac Stem Cell Program (B2041)	https://giving.ucsf.edu/fund/other?giftComments=Translational Cardiac Stem Cell Program (B2041)
makeagift.ucsf.edu/site/SPageServer?Other=UC Global Health Institute (UCGHI) General Fund (B7950)	https://giving.ucsf.edu/fund/other?giftComments=UC Global Health Institute (UCGHI) General Fund (B7950)
makeagift.ucsf.edu/site/SPageServer?Other=UC Melanoma %26 Skin Cancer Consortium zzz7031783-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=UC Melanoma %26 Skin Cancer Consortium  7031783-SFFDN
makeagift.ucsf.edu/site/SPageServer?Other=UCSF Catalyst Program Fund (B8057)	https://giving.ucsf.edu/fund/other?giftComments=UCSF Catalyst Program Fund (B8057)
makeagift.ucsf.edu/site/SPageServer?Other=UCSF Center to Advance Trauma-informed Health Care (B7919)	https://giving.ucsf.edu/fund/other?giftComments=UCSF Center to Advance Trauma-informed Health Care (B7919)
makeagift.ucsf.edu/site/SPageServer?Other=UCSF Department of Pediatrics Covid-19 Relief Program Fund (B9170)	https://giving.ucsf.edu/fund/other?giftComments=UCSF Department of Pediatrics Covid-19 Relief Program Fund (B9170)
makeagift.ucsf.edu/site/SPageServer?Other=UCSF Dependent Care Fund- Basic Science (B9080)&AppealCode=1CP12	https://giving.ucsf.edu/fund/other?giftComments=UCSF Dependent Care Fund- Basic Science (B9080)&appealCode=1CP12
makeagift.ucsf.edu/site/SPageServer?Other=UCSF Fund for Racial Justice in Health and Science (B3048)&AppealCode=1CP14	https://giving.ucsf.edu/fund/01t8Z00000BdTrZQAV?appealCode=1CP14
makeagift.ucsf.edu/site/SPageServer?Other=UCSF Health and Human Rights Initiative (B8117)	https://giving.ucsf.edu/fund/01t8Z00000AdaBiQAJ
makeagift.ucsf.edu/site/SPageServer?Other=UCSF QBI and Institut Pasteur Fundzzz7031582-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=UCSF QBI and Institut Pasteur Fund 7031582-SFFDN
makeagift.ucsf.edu/site/SPageServer?Other=UCSF S.O.L.V.E. Health Tech (B9103)	https://giving.ucsf.edu/fund/other?giftComments=UCSF S.O.L.V.E. Health Tech (B9103)
makeagift.ucsf.edu/site/SPageServer?Other=Ugandan Malaria Research Fellowship (B3141)	https://giving.ucsf.edu/fund/other?giftComments=Ugandan Malaria Research Fellowship (B3141)
makeagift.ucsf.edu/site/SPageServer?Other=Unidos en Salud/United in Health SF (B9020)	https://giving.ucsf.edu/fund/other?giftComments=Unidos en Salud/United in Health SF (B9020)
makeagift.ucsf.edu/site/SPageServer?Other=Viral Hepatitis Center - Liver Transplant Fund (B8218)&AppealCode=1CP11	https://giving.ucsf.edu/fund/other?giftComments=Viral Hepatitis Center - Liver Transplant Fund (B8218)&appealCode=1CP11
makeagift.ucsf.edu/site/SPageServer?Other=Woolley Lab (Psychiatry Faculty Support Fund (B7483)&AppealCode=BAND	https://giving.ucsf.edu/fund/other?giftComments=Woolley Lab (Psychiatry Faculty Support Fund B7483)&appealCode=BAND
makeagift.ucsf.edu/site/SPageServer?Other=Yerem Yeghiazarians (B2041)	https://giving.ucsf.edu/fund/other?giftComments=Yerem Yeghiazarians (B2041)
makeagift.ucsf.edu/site/SPageServer?Other=Youth Outpatient Substance Use Program Fund (B9082)	https://giving.ucsf.edu/fund/01t8Z00000AdaXnQAJ
makeagift.ucsf.edu/site/SPageServer?Other=ZSFG Residency Fund zzzB1256	https://giving.ucsf.edu/fund/01t8Z00000Adjg1QAB
makeagift.ucsf.edu/site/SPageServer?Primary=AIDS	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYHWWA2
makeagift.ucsf.edu/site/SPageServer?Primary=AIDS&ACode=B0382	https://giving.ucsf.edu/fund/01t8Z00000BdTrEQAV
makeagift.ucsf.edu/site/SPageServer?Primary=AIDS&ACode=B1422	https://giving.ucsf.edu/fund/01t8Z00000BdU0LQAV
makeagift.ucsf.edu/site/SPageServer?Primary=AIDS&ACode=B2791	https://giving.ucsf.edu/fund/01t8Z00000BdTsIQAV
makeagift.ucsf.edu/site/SPageServer?Primary=AIDS&ACode=B3141	https://giving.ucsf.edu/fund/01t8Z00000BdU0SQAV
makeagift.ucsf.edu/site/SPageServer?Primary=AIDS&ACode=B3399	https://giving.ucsf.edu/fund/01t8Z00000BdU5HQAV
makeagift.ucsf.edu/site/SPageServer?Primary=AIDS&Other=HIV, Infectious Disease, Global Medicine - MPHOTO (B7596)&AppealCode=MPHOT	https://giving.ucsf.edu/fund/other?giftComments=HIV, Infectious Disease, Global Medicine - MPHOTO (B7596)&appealCode=MPHOT
makeagift.ucsf.edu/site/SPageServer?Primary=Arthritis	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJDWA2
makeagift.ucsf.edu/site/SPageServer?Primary=Arthritis&ACode=S0215	https://giving.ucsf.edu/fund/01t8Z00000AdaMKQAZ
makeagift.ucsf.edu/site/SPageServer?Primary=Asthma	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJEWA2
makeagift.ucsf.edu/site/SPageServer?Primary=Asthma&ACode=B1139	https://giving.ucsf.edu/fund/01t8Z00000BdTvZQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Benioff Children's Hospital&ACode=B2464	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000BdTpCQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Benioff Children's Hospital&Other=Ambassadors of BCH (B7178)	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdhlxQAB
makeagift.ucsf.edu/site/SPageServer?Primary=Benioff Children's Hospital&Other=Stad Center for Pediatric Pain, Palliative and Integrative MedicinezzzB2200	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000BdTp8QAF
makeagift.ucsf.edu/site/SPageServer?Primary=Benioff Children's Hospital&Other=UCSF Chronic Illness Center Fund (B7690)	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAzQAJ?giftComments=UCSF Chronic Illness Center Fund (B7690)
makeagift.ucsf.edu/site/SPageServer?Primary=Benioff Children's Hospital&Other=Music Therapy Program (B2681)	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000Ada9gQAB
makeagift.ucsf.edu/site/SPageServer?Primary=Biomedical+Science	https://giving.ucsf.edu/fund/01t8Z00000BdTqKQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Biomedical+Science	https://giving.ucsf.edu/fund/01t8Z00000BdTqKQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Biomedical Science&ACode=B7382	https://giving.ucsf.edu/fund/01t8Z00000BdU4dQAF
makeagift.ucsf.edu/site/SPageServer?Primary=Campaign for UCSF Medical Center	https://giving.ucsf.edu/fund/01t8Z00000BdTqyQAF
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&ACode=B0587	https://giving.ucsf.edu/fund/01t8Z00000BdU0OQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&ACode=B0986	https://giving.ucsf.edu/fund/01t8Z00000BdTuKQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&ACode=B1774	https://giving.ucsf.edu/fund/01t8Z00000BdTuzQAF
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&ACode=B2540	https://giving.ucsf.edu/fund/01t8Z00000BdTzZQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&ACode=B2961	https://giving.ucsf.edu/fund/01t8Z00000BdU3VQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&ACode=B3208	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&ACode=B7210	https://giving.ucsf.edu/fund/01t8Z00000BdTw7QAF
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&ACode=B7396	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&ACode=B7423	https://giving.ucsf.edu/fund/01t8Z00000BdTs0QAF
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&AppealCode=11EWEB	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM?appealCode=11EWEB
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&AppealCode=22APANW&Other=Pancreas Center-B2162	https://giving.ucsf.edu/fund/01t8Z00000AdaC5QAJ
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&AppealCode=24YANNWE	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM?appealCode=24YANNWE
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&AppealCode=29D71	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM?appealCode=29D71
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&AppealCode=D7DW1	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM?appealCode=D7DW1
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&AppealCode=E1DMC	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM?appealCode=E1DMC
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&AppealCode=UM18&GiftChoice=100&Other=In Memory of Umberto Maneschi (B0831)	https://giving.ucsf.edu/fund/01t8Z00000BdTvwQAF?appealCode=UM18&giftChoice=100&tribute=2&tributeFullName=Umberto Maneschi
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Adult Hematology, Oncology, Blood and Marrow Transplant Clinic Experience Fund zzz7031834-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=Adult Hematology, Oncology, Blood and Marrow Transplant Clinic Experience Fund zzz7031834-SFFDN
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=B3261	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=BRCA Center EGene Fund (B8041)&AppealCode=EGENE	https://giving.ucsf.edu/fund/other?giftComments=BRCA Center EGene Fund (B8041)&appealCode=EGENE
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=BRCA Center in honor of Helene Jaffe (B7210)&AppealCode=HJM20	https://giving.ucsf.edu/fund/01t8Z00000BdTw7QAF?appealCode=HJM20&tribute=1&tributeFullName=Helene Jaffe
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Cancer Immunotherapy Program (Fund %237028078)	https://giving.ucsf.edu/fund/01t8Z00000BdTuuQAF
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Chapman BRCA Ovarian Cancer Research (B7654)	https://giving.ucsf.edu/fund/01t8Z00000AdloTQAR
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Dr. Babis Andreadis Hematologic Malignancies research (B3209)	https://giving.ucsf.edu/fund/other?giftComments=Dr. Babis Andreadis Hematologic Malignancies research (B3209)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Dr. Denise Chan's Research in RadOnc (B7031)	https://giving.ucsf.edu/fund/other?giftComments=Dr. Denise Chan's Research in RadOnc (B7031)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Dr. Venook Cancer Research Fund (B0683)&IMO=2&imoFirst=Stephen&imoLast=Yen	https://giving.ucsf.edu/fund/other?giftComments=Dr. Venook Cancer Research Fund (B0683)&tribute=2&tributeFullName=Stephen Yen
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Friedlander Oncology Fund (B7981)	https://giving.ucsf.edu/fund/other?giftComments=Friedlander Oncology Fund (B7981)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Friend to Friend Gift Shop (B3261)	https://giving.ucsf.edu/fund/other?giftComments=Friend to Friend Gift Shop (B3261)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Gynecological Oncology (B2251- KMD12)	https://giving.ucsf.edu/fund/other?giftComments=Friend to Friend Gift Shop (B3261)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Ida Friend Infusion Center - Food for Life (B1631)&AppealCode=FFL19	https://giving.ucsf.edu/fund/other?giftComments=Gynecological Oncology (B2251- KMD12)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Older Adult Cancer Care Program (B8070)	https://giving.ucsf.edu/fund/other?giftComments=Ida Friend Infusion Center - Food for Life (B1631)&appealCode=FFL19
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Radiation Oncology - Sue Yom Research (B3102)	https://giving.ucsf.edu/fund/other?giftComments=Older Adult Cancer Care Program (B8070)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Research of Eric A. Collisson, M.D., Department of Medicine (B7463)	https://giving.ucsf.edu/fund/other?giftComments=Radiation Oncology - Sue Yom Research (B3102)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Rita Ann Brenner Ovarian Cancer Research Fund (B7912)	https://giving.ucsf.edu/fund/other?giftComments=Research of Eric A. Collisson, M.D., Department of Medicine (B7463)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Rubenstein's Research SupportzzzzB0335&IMO=1&imoFirst=Peter&imoLast=Chen	https://giving.ucsf.edu/fund/other?giftComments=Rita Ann Brenner Ovarian Cancer Research Fund (B7912)
makeagift.ucsf.edu/site/SPageServer?Primary=Dentistry&AppealCode=11DWEB	https://giving.ucsf.edu/fund/other?giftComments=Rubenstein's Research SupportzzzzB0335&tribute=1&tributeFullName=Peter Chen
makeagift.ucsf.edu/site/SPageServer?Primary=Dentistry&Other=Perry A. Ratcliff Endowed Fund in Periodontology (S0478)	https://giving.ucsf.edu/category/0ZG8Z000000oYJXWA2?appealCode=11DWEB
makeagift.ucsf.edu/site/SPageServer?Primary=Dentistry&Other=UCSF Dental Alumni Association Endowed Scholarship zzz 7504734-SFCMP&AppealCode=23DAWD	https://giving.ucsf.edu/fund/other?giftComments=Perry A. Ratcliff Endowed Fund in Periodontology (S0478)
makeagift.ucsf.edu/site/SPageServer?Primary=Dentistry&Sustaining=Y&AppealCode=DEA19	https://giving.ucsf.edu/fund/other?giftComments=UCSF Dental Alumni Association Endowed Scholarship zzz 7504734-SFCMP&appealCode=23DAWD
makeagift.ucsf.edu/site/SPageServer?Primary=Dermatology&ACode=B0997	https://giving.ucsf.edu/category/0ZG8Z000000oYJXWA2
makeagift.ucsf.edu/site/SPageServer?Primary=Dermatology&ACode=B2519&GiftChoice=250	https://giving.ucsf.edu/fund/detail/01t8Z00000BdTxWQAV?giftChoice=250
makeagift.ucsf.edu/site/SPageServer?Primary=Dermatology&ACode=B3013	https://giving.ucsf.edu/fund/detail/01t8Z00000BdTtYQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Dermatology&ACode=B3389	https://giving.ucsf.edu/fund/detail/01t8Z00000AdlvOQAR
makeagift.ucsf.edu/site/SPageServer?Primary=Dermatology&AppealCode=G8DAW	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYHfWAM
makeagift.ucsf.edu/site/SPageServer?Primary=Dermatology&Other=Adil Daud Research (B2637)	https://giving.ucsf.edu/fund/detail/01t8Z00000AdlukQAB
makeagift.ucsf.edu/site/SPageServer?Primary=Dermatology&Other=Dermatology Program Support (B2572)	https://giving.ucsf.edu/fund/detail/01t8Z00000Adlw7QAB
makeagift.ucsf.edu/site/SPageServer?Primary=Diabetes&ACode=B1498	https://giving.ucsf.edu/fund/detail/01t8Z00000BdTt9QAF
makeagift.ucsf.edu/site/SPageServer?Primary=Diabetes&ACode=B3170	https://giving.ucsf.edu/fund/detail/01t8Z00000AdlwgQAB
makeagift.ucsf.edu/site/SPageServer?Primary=Diabetes&AppealCode=11XDIAW	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJAWA2
makeagift.ucsf.edu/site/SPageServer?Primary=General&AppealCode=PR19K&Other=John A Karam, MD Award Fund (S0496)	https://giving.ucsf.edu/fund/detail/01t8Z00000AdlwmQAB
makeagift.ucsf.edu/site/SPageServer?Primary=Global Health	https://giving.ucsf.edu/fund/detail/01t8Z00000BdTt9QAF
makeagift.ucsf.edu/site/SPageServer?Primary=Graduate Education&ACode=B0099&AppealCode=GRD9F	https://giving.ucsf.edu/fund/detail/01t8Z00000BdU4UQAV?appealCode=GRD9F
makeagift.ucsf.edu/site/SPageServer?Primary=Graduate Education&ACode=B0725	https://giving.ucsf.edu/fund/detail/01t8Z00000BdU4KQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Graduate Education&ACode=B0725&AppealCode=11HWEB	https://giving.ucsf.edu/fund/detail/01t8Z00000BdU4KQAV?appealCode=11HWEB
makeagift.ucsf.edu/site/SPageServer?Primary=Graduate Education&ACode=B2216	https://giving.ucsf.edu/fund/detail/01t8Z00000BdU5KQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Graduate Education&AppealCode=11RWEB	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYHXWA2?appealCode=11RWEB
makeagift.ucsf.edu/site/SPageServer?Primary=Graduate Education&Sustaining=Y&AppealCode=GEA19	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYHXWA2?appealCode=GEA19
makeagift.ucsf.edu/site/SPageServer?Primary=Head and Neck Surgery	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJ5WAM
makeagift.ucsf.edu/site/SPageServer?Primary=Head and Neck Surgery&ACode=S0560	https://giving.ucsf.edu/fund/detail/01t8Z00000BdU6TQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Heart Disease	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYHkWAM
makeagift.ucsf.edu/site/SPageServer?Primary=Kidney Disease	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYHpWAM
makeagift.ucsf.edu/site/SPageServer?Primary=Library	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYIxWAM
makeagift.ucsf.edu/site/SPageServer?Primary=Library&ACode=B1779	https://giving.ucsf.edu/fund/detail/01t8Z00000Adm09QAB
makeagift.ucsf.edu/site/SPageServer?Primary=Liver Disease	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJGWA2
makeagift.ucsf.edu/site/SPageServer?Primary=Lung Disease	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYHvWAM
